Date,Cost (USD),Cost (Bitcoin)
2024-05-25 22:54:40,2333.83,0.0338
2024-05-25 22:59:40,2333.83,0.0338
2024-05-25 23:04:40,2333.83,0.0337
2024-05-25 23:09:40,2333.83,0.0337
2024-05-25 23:14:40,2333.83,0.0337
2024-05-25 23:19:40,2333.83,0.0337
2024-05-25 23:24:40,2333.83,0.0337
2024-05-25 23:29:40,2333.83,0.0337
2024-05-25 23:34:40,2333.83,0.0337
2024-05-25 23:39:40,2333.83,0.0337
2024-05-25 23:44:40,2333.83,0.0337
2024-05-25 23:49:40,2333.83,0.0337
2024-05-25 23:54:40,2333.83,0.0337
2024-05-25 23:59:40,2333.83,0.0337
2024-05-26 00:04:40,2333.83,0.0337
2024-05-26 00:09:40,2333.83,0.0337
2024-05-26 00:14:40,2333.83,0.0337
2024-05-26 00:19:40,2333.83,0.0337
2024-05-26 00:24:40,2333.83,0.0337
2024-05-26 00:29:40,2333.83,0.0337
2024-05-26 00:34:40,2333.83,0.0337
2024-05-26 00:39:40,2333.83,0.0337
2024-05-26 00:44:40,2333.83,0.0337
2024-05-26 00:49:40,2333.83,0.0337
2024-05-26 00:54:40,2333.83,0.0337
2024-05-26 00:59:40,2333.83,0.0337
2024-05-26 01:04:40,2333.83,0.0337
2024-05-26 01:09:40,2333.83,0.0337
2024-05-26 01:14:40,2333.83,0.0337
2024-05-26 01:19:40,2333.83,0.0337
2024-05-26 01:24:40,2333.83,0.0337
2024-05-26 01:29:40,2333.83,0.0337
2024-05-26 01:34:40,2333.83,0.0337
2024-05-26 01:39:40,2333.83,0.0337
2024-05-26 01:44:40,2333.83,0.0337
2024-05-26 01:49:40,2333.83,0.0337
2024-05-26 01:54:40,2333.83,0.0337
2024-05-26 01:59:40,2333.83,0.0337
2024-05-26 02:04:40,2333.83,0.0337
2024-05-26 02:09:40,2333.83,0.0338
2024-05-26 02:14:40,2333.83,0.0338
2024-05-26 02:19:40,2333.83,0.0338
2024-05-26 02:24:40,2333.83,0.0339
2024-05-26 02:29:40,2333.83,0.0338
2024-05-26 02:34:40,2333.83,0.0339
2024-05-26 02:39:40,2333.83,0.0339
2024-05-26 02:44:40,2333.83,0.0339
2024-05-26 02:49:40,2333.83,0.0339
2024-05-26 02:54:40,2333.83,0.0339
2024-05-26 02:59:40,2333.83,0.0339
2024-05-26 03:04:40,2333.83,0.0339
2024-05-26 03:09:40,2333.83,0.0339
2024-05-26 03:14:40,2333.83,0.0338
2024-05-26 03:19:40,2333.83,0.0339
2024-05-26 03:24:40,2333.83,0.0339
2024-05-26 03:29:40,2333.83,0.0339
2024-05-26 03:34:40,2333.83,0.0339
2024-05-26 03:39:40,2333.83,0.0338
2024-05-26 03:44:40,2333.83,0.0338
2024-05-26 03:49:40,2333.83,0.0338
2024-05-26 03:54:40,2333.83,0.0338
2024-05-26 03:59:40,2333.83,0.0338
2024-05-26 04:04:40,2333.83,0.0338
2024-05-26 04:09:40,2333.83,0.0338
2024-05-26 04:14:40,2333.83,0.0339
2024-05-26 04:19:40,2333.83,0.0338
2024-05-26 04:24:40,2333.83,0.0338
2024-05-26 04:29:40,2333.83,0.0338
2024-05-26 04:34:40,2333.83,0.0338
2024-05-26 04:39:40,2333.83,0.0338
2024-05-26 04:44:40,2333.83,0.0338
2024-05-26 04:49:40,2333.83,0.0339
2024-05-26 04:54:40,2333.83,0.0338
2024-05-26 04:59:40,2333.83,0.0338
2024-05-26 05:04:40,2333.83,0.0339
2024-05-26 05:09:40,2333.83,0.0339
2024-05-26 05:14:40,2333.83,0.0339
2024-05-26 05:19:40,2333.83,0.0338
2024-05-26 05:24:40,2333.83,0.0338
2024-05-26 05:29:40,2333.83,0.0338
2024-05-26 05:34:40,2333.83,0.0338
2024-05-26 05:39:40,2333.83,0.0338
2024-05-26 05:44:40,2333.83,0.0338
2024-05-26 05:49:40,2333.83,0.0338
2024-05-26 05:54:40,2333.83,0.0338
2024-05-26 05:59:40,2333.83,0.0338
2024-05-26 06:04:40,2333.83,0.0338
2024-05-26 06:09:40,2333.83,0.0338
2024-05-26 06:14:40,2333.83,0.0338
2024-05-26 06:19:40,2333.83,0.0338
2024-05-26 06:24:40,2333.83,0.0338
2024-05-26 06:29:40,2333.83,0.0338
2024-05-26 06:34:40,2333.83,0.0338
2024-05-26 06:39:40,2333.83,0.0338
2024-05-26 06:44:40,2333.83,0.0338
2024-05-26 06:49:40,2333.83,0.0338
2024-05-26 06:54:40,2333.83,0.0338
2024-05-26 06:59:40,2333.83,0.0338
2024-05-26 07:04:40,2333.83,0.0338
2024-05-26 07:09:40,2333.83,0.0338
2024-05-26 07:14:40,2333.83,0.0338
2024-05-26 07:19:40,2333.83,0.0338
2024-05-26 07:24:40,2333.83,0.0338
2024-05-26 07:29:40,2333.83,0.0338
2024-05-26 07:34:40,2333.83,0.0336
2024-05-26 07:39:40,2333.83,0.0336
2024-05-26 07:44:40,2333.83,0.0337
2024-05-26 07:49:40,2333.83,0.0337
2024-05-26 07:54:40,2333.83,0.0337
2024-05-26 07:59:40,2333.83,0.0337
2024-05-26 08:04:40,2333.83,0.0337
2024-05-26 08:09:40,2333.83,0.0337
2024-05-26 08:14:40,2333.83,0.0336
2024-05-26 08:19:40,2333.83,0.0336
2024-05-26 08:24:40,2333.83,0.0337
2024-05-26 08:29:40,2333.83,0.0337
2024-05-26 08:34:40,2333.83,0.0337
2024-05-26 08:39:40,2333.83,0.0337
2024-05-26 08:44:40,2333.83,0.0337
2024-05-26 08:49:40,2333.83,0.0338
2024-05-26 08:54:40,2333.83,0.0338
2024-05-26 08:59:40,2333.83,0.0338
2024-05-26 09:04:40,2333.83,0.0337
2024-05-26 09:09:40,2333.83,0.0337
2024-05-26 09:14:40,2333.83,0.0337
2024-05-26 09:19:40,2333.83,0.0338
2024-05-26 09:24:40,2333.83,0.0338
2024-05-26 09:29:40,2333.83,0.0338
2024-05-26 09:34:40,2333.83,0.0338
2024-05-26 09:39:40,2333.83,0.0338
2024-05-26 09:44:40,2333.83,0.0338
2024-05-26 09:49:40,2333.83,0.0338
2024-05-26 09:54:40,2333.83,0.0338
2024-05-26 09:59:40,2333.83,0.0338
2024-05-26 10:04:40,2333.83,0.0338
2024-05-26 10:09:40,2333.83,0.0338
2024-05-26 10:14:40,2333.83,0.0338
2024-05-26 10:19:40,2333.83,0.0338
2024-05-26 10:24:40,2333.83,0.0338
2024-05-26 10:29:40,2333.83,0.0338
2024-05-26 10:34:40,2333.83,0.0338
2024-05-26 10:39:40,2333.83,0.0338
2024-05-26 10:44:40,2333.83,0.0337
2024-05-26 10:49:40,2333.83,0.0338
2024-05-26 10:54:40,2333.83,0.0337
2024-05-26 10:59:40,2333.83,0.0337
2024-05-26 11:04:40,2333.83,0.0337
2024-05-26 11:09:40,2333.83,0.0337
2024-05-26 11:14:40,2333.83,0.0337
2024-05-26 11:19:40,2333.83,0.0338
2024-05-26 11:24:40,2333.83,0.0338
2024-05-26 11:29:40,2333.83,0.0338
2024-05-26 11:34:40,2333.83,0.0338
2024-05-26 11:39:40,2333.83,0.0338
2024-05-26 11:44:40,2333.83,0.0338
2024-05-26 11:49:40,2333.83,0.0338
2024-05-26 11:54:40,2333.83,0.0338
2024-05-26 11:59:40,2333.83,0.0338
2024-05-26 12:04:40,2333.83,0.0338
2024-05-26 12:09:40,2333.83,0.0338
2024-05-26 12:14:40,2333.83,0.0338
2024-05-26 12:19:40,2333.83,0.0338
2024-05-26 12:24:40,2333.83,0.0338
2024-05-26 12:29:40,2333.83,0.0338
2024-05-26 12:34:40,2333.83,0.0338
2024-05-26 12:39:40,2333.83,0.0338
2024-05-26 12:44:40,2333.83,0.0338
2024-05-26 12:49:40,2333.83,0.0338
2024-05-26 12:54:40,2333.83,0.0338
2024-05-26 12:59:40,2333.83,0.0338
2024-05-26 13:04:40,2333.83,0.0338
2024-05-26 13:09:40,2333.83,0.0338
2024-05-26 13:14:40,2333.83,0.0338
2024-05-26 13:19:40,2333.83,0.0338
2024-05-26 13:24:40,2333.83,0.0338
2024-05-26 13:29:40,2333.83,0.0338
2024-05-26 13:34:40,2333.83,0.0338
2024-05-26 13:39:40,2333.83,0.0338
2024-05-26 13:44:40,2333.83,0.0338
2024-05-26 13:49:40,2333.83,0.0338
2024-05-26 13:54:40,2333.83,0.0338
2024-05-26 13:59:40,2333.83,0.0338
2024-05-26 14:04:40,2333.83,0.0338
2024-05-26 14:09:40,2333.83,0.0338
2024-05-26 14:14:40,2333.83,0.0338
2024-05-26 14:19:40,2333.83,0.0338
2024-05-26 14:24:40,2333.83,0.0338
2024-05-26 14:29:40,2333.83,0.0338
2024-05-26 14:34:40,2333.83,0.0338
2024-05-26 14:39:40,2333.83,0.0338
2024-05-26 14:44:40,2333.83,0.0338
2024-05-26 14:49:40,2333.83,0.0337
2024-05-26 14:54:40,2333.83,0.0337
2024-05-26 14:59:40,2333.83,0.0337
2024-05-26 15:04:40,2333.83,0.0337
2024-05-26 15:09:40,2333.83,0.0337
2024-05-26 15:14:40,2333.83,0.0337
2024-05-26 15:19:40,2333.83,0.0337
2024-05-26 15:24:40,2333.83,0.0337
2024-05-26 15:29:40,2333.83,0.0337
2024-05-26 15:34:40,2333.83,0.0337
2024-05-26 15:38:00,2333.83,0.0337
